tool_slug,market_code,base_query,display_name,localization_status,source_id,reviewed_at,notes
resignation-letter-generator,TH,,,pending,,,Awaiting localized head term
resignation-letter-generator,TR,,,pending,,,Awaiting localized head term
resignation-letter-generator,VN,,,pending,,,Awaiting localized head term
resume-builder,BR,criador de currículo,criador de currículo,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
resume-builder,DE,Lebenslauf erstellen,Lebenslauf erstellen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
resume-builder,ES,creador de currículum,creador de currículum,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
resume-builder,FR,créateur de CV,créateur de CV,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
resume-builder,ID,pembuat CV,pembuat CV,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
resume-builder,JP,履歴書 作成,履歴書 作成,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
resume-builder,KR,이력서 작성,이력서 작성,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
resume-builder,TH,สร้างเรซูเม่,สร้างเรซูเม่,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
resume-builder,TR,CV oluşturucu,CV oluşturucu,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
resume-builder,VN,tạo CV,tạo CV,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
resume-bullet-generator,BR,,,pending,,,Awaiting localized head term
resume-bullet-generator,DE,,,pending,,,Awaiting localized head term
resume-bullet-generator,ES,,,pending,,,Awaiting localized head term
resume-bullet-generator,FR,,,pending,,,Awaiting localized head term
resume-bullet-generator,ID,,,pending,,,Awaiting localized head term
resume-bullet-generator,JP,,,pending,,,Awaiting localized head term
resume-bullet-generator,KR,,,pending,,,Awaiting localized head term
resume-bullet-generator,TH,,,pending,,,Awaiting localized head term
resume-bullet-generator,TR,,,pending,,,Awaiting localized head term
resume-bullet-generator,VN,,,pending,,,Awaiting localized head term
resume-summary-generator,BR,,,pending,,,Awaiting localized head term
resume-summary-generator,DE,,,pending,,,Awaiting localized head term
resume-summary-generator,ES,,,pending,,,Awaiting localized head term
resume-summary-generator,FR,,,pending,,,Awaiting localized head term
resume-summary-generator,ID,,,pending,,,Awaiting localized head term
resume-summary-generator,JP,,,pending,,,Awaiting localized head term
resume-summary-generator,KR,,,pending,,,Awaiting localized head term
resume-summary-generator,TH,,,pending,,,Awaiting localized head term
resume-summary-generator,TR,,,pending,,,Awaiting localized head term
resume-summary-generator,VN,,,pending,,,Awaiting localized head term
robots-txt-generator,BR,,,pending,,,Awaiting localized head term
robots-txt-generator,DE,,,pending,,,Awaiting localized head term
robots-txt-generator,ES,,,pending,,,Awaiting localized head term
robots-txt-generator,FR,,,pending,,,Awaiting localized head term
robots-txt-generator,ID,,,pending,,,Awaiting localized head term
robots-txt-generator,JP,,,pending,,,Awaiting localized head term
robots-txt-generator,KR,,,pending,,,Awaiting localized head term
robots-txt-generator,TH,,,pending,,,Awaiting localized head term
robots-txt-generator,TR,,,pending,,,Awaiting localized head term
robots-txt-generator,VN,,,pending,,,Awaiting localized head term
roi-calculator,BR,,,pending,,,Awaiting localized head term
roi-calculator,DE,,,pending,,,Awaiting localized head term
roi-calculator,ES,,,pending,,,Awaiting localized head term
roi-calculator,FR,,,pending,,,Awaiting localized head term
roi-calculator,ID,,,pending,,,Awaiting localized head term
roi-calculator,JP,,,pending,,,Awaiting localized head term
roi-calculator,KR,,,pending,,,Awaiting localized head term
roi-calculator,TH,,,pending,,,Awaiting localized head term
roi-calculator,TR,,,pending,,,Awaiting localized head term
roi-calculator,VN,,,pending,,,Awaiting localized head term
salary-calculator,BR,,,pending,,,Awaiting localized head term
salary-calculator,DE,,,pending,,,Awaiting localized head term
salary-calculator,ES,,,pending,,,Awaiting localized head term
salary-calculator,FR,,,pending,,,Awaiting localized head term
salary-calculator,ID,,,pending,,,Awaiting localized head term
salary-calculator,JP,,,pending,,,Awaiting localized head term
salary-calculator,KR,,,pending,,,Awaiting localized head term
salary-calculator,TH,,,pending,,,Awaiting localized head term
salary-calculator,TR,,,pending,,,Awaiting localized head term
salary-calculator,VN,,,pending,,,Awaiting localized head term
sales-tax-calculator,BR,,,pending,,,Awaiting localized head term
sales-tax-calculator,DE,,,pending,,,Awaiting localized head term
sales-tax-calculator,ES,,,pending,,,Awaiting localized head term
sales-tax-calculator,FR,,,pending,,,Awaiting localized head term
sales-tax-calculator,ID,,,pending,,,Awaiting localized head term
sales-tax-calculator,JP,,,pending,,,Awaiting localized head term
sales-tax-calculator,KR,,,pending,,,Awaiting localized head term
sales-tax-calculator,TH,,,pending,,,Awaiting localized head term
sales-tax-calculator,TR,,,pending,,,Awaiting localized head term
sales-tax-calculator,VN,,,pending,,,Awaiting localized head term
schema-markup-generator,BR,,,pending,,,Awaiting localized head term
schema-markup-generator,DE,,,pending,,,Awaiting localized head term
schema-markup-generator,ES,,,pending,,,Awaiting localized head term
schema-markup-generator,FR,,,pending,,,Awaiting localized head term
schema-markup-generator,ID,,,pending,,,Awaiting localized head term
schema-markup-generator,JP,,,pending,,,Awaiting localized head term
schema-markup-generator,KR,,,pending,,,Awaiting localized head term
schema-markup-generator,TH,,,pending,,,Awaiting localized head term
schema-markup-generator,TR,,,pending,,,Awaiting localized head term
schema-markup-generator,VN,,,pending,,,Awaiting localized head term
screen-recorder,BR,,,pending,,,Awaiting localized head term
screen-recorder,DE,,,pending,,,Awaiting localized head term
screen-recorder,ES,,,pending,,,Awaiting localized head term
screen-recorder,FR,,,pending,,,Awaiting localized head term
screen-recorder,ID,,,pending,,,Awaiting localized head term
screen-recorder,JP,,,pending,,,Awaiting localized head term
screen-recorder,KR,,,pending,,,Awaiting localized head term
screen-recorder,TH,,,pending,,,Awaiting localized head term
screen-recorder,TR,,,pending,,,Awaiting localized head term
screen-recorder,VN,,,pending,,,Awaiting localized head term
screenshot-beautifier,BR,,,pending,,,Awaiting localized head term
screenshot-beautifier,DE,,,pending,,,Awaiting localized head term
screenshot-beautifier,ES,,,pending,,,Awaiting localized head term
screenshot-beautifier,FR,,,pending,,,Awaiting localized head term
screenshot-beautifier,ID,,,pending,,,Awaiting localized head term
screenshot-beautifier,JP,,,pending,,,Awaiting localized head term
screenshot-beautifier,KR,,,pending,,,Awaiting localized head term
screenshot-beautifier,TH,,,pending,,,Awaiting localized head term
screenshot-beautifier,TR,,,pending,,,Awaiting localized head term
screenshot-beautifier,VN,,,pending,,,Awaiting localized head term
sentence-rewriter,BR,,,pending,,,Awaiting localized head term
sentence-rewriter,DE,,,pending,,,Awaiting localized head term
sentence-rewriter,ES,,,pending,,,Awaiting localized head term
sentence-rewriter,FR,,,pending,,,Awaiting localized head term
sentence-rewriter,ID,,,pending,,,Awaiting localized head term
sentence-rewriter,JP,,,pending,,,Awaiting localized head term
sentence-rewriter,KR,,,pending,,,Awaiting localized head term
sentence-rewriter,TH,,,pending,,,Awaiting localized head term
sentence-rewriter,TR,,,pending,,,Awaiting localized head term
sentence-rewriter,VN,,,pending,,,Awaiting localized head term
serp-preview-tool,BR,,,pending,,,Awaiting localized head term
serp-preview-tool,DE,,,pending,,,Awaiting localized head term
serp-preview-tool,ES,,,pending,,,Awaiting localized head term
serp-preview-tool,FR,,,pending,,,Awaiting localized head term
serp-preview-tool,ID,,,pending,,,Awaiting localized head term
serp-preview-tool,JP,,,pending,,,Awaiting localized head term
serp-preview-tool,KR,,,pending,,,Awaiting localized head term
serp-preview-tool,TH,,,pending,,,Awaiting localized head term
serp-preview-tool,TR,,,pending,,,Awaiting localized head term
serp-preview-tool,VN,,,pending,,,Awaiting localized head term
short-link-generator,BR,,,pending,,,Awaiting localized head term
short-link-generator,DE,,,pending,,,Awaiting localized head term
short-link-generator,ES,,,pending,,,Awaiting localized head term
short-link-generator,FR,,,pending,,,Awaiting localized head term
short-link-generator,ID,,,pending,,,Awaiting localized head term
short-link-generator,JP,,,pending,,,Awaiting localized head term
short-link-generator,KR,,,pending,,,Awaiting localized head term
short-link-generator,TH,,,pending,,,Awaiting localized head term
short-link-generator,TR,,,pending,,,Awaiting localized head term
short-link-generator,VN,,,pending,,,Awaiting localized head term
sitemap-generator,BR,,,pending,,,Awaiting localized head term
sitemap-generator,DE,,,pending,,,Awaiting localized head term
sitemap-generator,ES,,,pending,,,Awaiting localized head term
sitemap-generator,FR,,,pending,,,Awaiting localized head term
sitemap-generator,ID,,,pending,,,Awaiting localized head term
sitemap-generator,JP,,,pending,,,Awaiting localized head term
sitemap-generator,KR,,,pending,,,Awaiting localized head term
sitemap-generator,TH,,,pending,,,Awaiting localized head term
sitemap-generator,TR,,,pending,,,Awaiting localized head term
sitemap-generator,VN,,,pending,,,Awaiting localized head term
social-media-calendar-generator,BR,,,pending,,,Awaiting localized head term
social-media-calendar-generator,DE,,,pending,,,Awaiting localized head term
social-media-calendar-generator,ES,,,pending,,,Awaiting localized head term
social-media-calendar-generator,FR,,,pending,,,Awaiting localized head term
social-media-calendar-generator,ID,,,pending,,,Awaiting localized head term
social-media-calendar-generator,JP,,,pending,,,Awaiting localized head term
social-media-calendar-generator,KR,,,pending,,,Awaiting localized head term
social-media-calendar-generator,TH,,,pending,,,Awaiting localized head term
social-media-calendar-generator,TR,,,pending,,,Awaiting localized head term
social-media-calendar-generator,VN,,,pending,,,Awaiting localized head term
speed-converter,BR,,,pending,,,Awaiting localized head term
speed-converter,DE,,,pending,,,Awaiting localized head term
speed-converter,ES,,,pending,,,Awaiting localized head term
speed-converter,FR,,,pending,,,Awaiting localized head term
speed-converter,ID,,,pending,,,Awaiting localized head term
speed-converter,JP,,,pending,,,Awaiting localized head term
speed-converter,KR,,,pending,,,Awaiting localized head term
speed-converter,TH,,,pending,,,Awaiting localized head term
speed-converter,TR,,,pending,,,Awaiting localized head term
speed-converter,VN,,,pending,,,Awaiting localized head term
spell-checker,BR,,,pending,,,Awaiting localized head term
spell-checker,DE,,,pending,,,Awaiting localized head term
spell-checker,ES,,,pending,,,Awaiting localized head term
spell-checker,FR,,,pending,,,Awaiting localized head term
spell-checker,ID,,,pending,,,Awaiting localized head term
spell-checker,JP,,,pending,,,Awaiting localized head term
spell-checker,KR,,,pending,,,Awaiting localized head term
spell-checker,TH,,,pending,,,Awaiting localized head term
spell-checker,TR,,,pending,,,Awaiting localized head term
spell-checker,VN,,,pending,,,Awaiting localized head term
sql-formatter,BR,,,pending,,,Awaiting localized head term
sql-formatter,DE,,,pending,,,Awaiting localized head term
sql-formatter,ES,,,pending,,,Awaiting localized head term
sql-formatter,FR,,,pending,,,Awaiting localized head term
sql-formatter,ID,,,pending,,,Awaiting localized head term
sql-formatter,JP,,,pending,,,Awaiting localized head term
sql-formatter,KR,,,pending,,,Awaiting localized head term
sql-formatter,TH,,,pending,,,Awaiting localized head term
sql-formatter,TR,,,pending,,,Awaiting localized head term
sql-formatter,VN,,,pending,,,Awaiting localized head term
story-generator,BR,,,pending,,,Awaiting localized head term
story-generator,DE,,,pending,,,Awaiting localized head term
story-generator,ES,,,pending,,,Awaiting localized head term
story-generator,FR,,,pending,,,Awaiting localized head term
story-generator,ID,,,pending,,,Awaiting localized head term
story-generator,JP,,,pending,,,Awaiting localized head term
story-generator,KR,,,pending,,,Awaiting localized head term
story-generator,TH,,,pending,,,Awaiting localized head term
story-generator,TR,,,pending,,,Awaiting localized head term
story-generator,VN,,,pending,,,Awaiting localized head term
stripe-fee-calculator,BR,,,pending,,,Awaiting localized head term
stripe-fee-calculator,DE,,,pending,,,Awaiting localized head term
stripe-fee-calculator,ES,,,pending,,,Awaiting localized head term
stripe-fee-calculator,FR,,,pending,,,Awaiting localized head term
stripe-fee-calculator,ID,,,pending,,,Awaiting localized head term
stripe-fee-calculator,JP,,,pending,,,Awaiting localized head term
stripe-fee-calculator,KR,,,pending,,,Awaiting localized head term
stripe-fee-calculator,TH,,,pending,,,Awaiting localized head term
stripe-fee-calculator,TR,,,pending,,,Awaiting localized head term
stripe-fee-calculator,VN,,,pending,,,Awaiting localized head term
subtitle-converter,BR,,,pending,,,Awaiting localized head term
subtitle-converter,DE,,,pending,,,Awaiting localized head term
subtitle-converter,ES,,,pending,,,Awaiting localized head term
subtitle-converter,FR,,,pending,,,Awaiting localized head term
subtitle-converter,ID,,,pending,,,Awaiting localized head term
subtitle-converter,JP,,,pending,,,Awaiting localized head term
subtitle-converter,KR,,,pending,,,Awaiting localized head term
subtitle-converter,TH,,,pending,,,Awaiting localized head term
subtitle-converter,TR,,,pending,,,Awaiting localized head term
subtitle-converter,VN,,,pending,,,Awaiting localized head term
subtitle-generator,BR,,,pending,,,Awaiting localized head term
subtitle-generator,DE,,,pending,,,Awaiting localized head term
subtitle-generator,ES,,,pending,,,Awaiting localized head term
subtitle-generator,FR,,,pending,,,Awaiting localized head term
subtitle-generator,ID,,,pending,,,Awaiting localized head term
subtitle-generator,JP,,,pending,,,Awaiting localized head term
subtitle-generator,KR,,,pending,,,Awaiting localized head term
subtitle-generator,TH,,,pending,,,Awaiting localized head term
subtitle-generator,TR,,,pending,,,Awaiting localized head term
subtitle-generator,VN,,,pending,,,Awaiting localized head term
svg-converter,BR,,,pending,,,Awaiting localized head term
svg-converter,DE,,,pending,,,Awaiting localized head term
svg-converter,ES,,,pending,,,Awaiting localized head term
svg-converter,FR,,,pending,,,Awaiting localized head term
svg-converter,ID,,,pending,,,Awaiting localized head term
svg-converter,JP,,,pending,,,Awaiting localized head term
svg-converter,KR,,,pending,,,Awaiting localized head term
svg-converter,TH,,,pending,,,Awaiting localized head term
svg-converter,TR,,,pending,,,Awaiting localized head term
svg-converter,VN,,,pending,,,Awaiting localized head term
swift-code-checker,BR,,,pending,,,Awaiting localized head term
swift-code-checker,DE,,,pending,,,Awaiting localized head term
swift-code-checker,ES,,,pending,,,Awaiting localized head term
swift-code-checker,FR,,,pending,,,Awaiting localized head term
swift-code-checker,ID,,,pending,,,Awaiting localized head term
swift-code-checker,JP,,,pending,,,Awaiting localized head term
swift-code-checker,KR,,,pending,,,Awaiting localized head term
swift-code-checker,TH,,,pending,,,Awaiting localized head term
swift-code-checker,TR,,,pending,,,Awaiting localized head term
swift-code-checker,VN,,,pending,,,Awaiting localized head term
teleprompter,BR,,,pending,,,Awaiting localized head term
teleprompter,DE,,,pending,,,Awaiting localized head term
teleprompter,ES,,,pending,,,Awaiting localized head term
teleprompter,FR,,,pending,,,Awaiting localized head term
teleprompter,ID,,,pending,,,Awaiting localized head term
teleprompter,JP,,,pending,,,Awaiting localized head term
teleprompter,KR,,,pending,,,Awaiting localized head term
teleprompter,TH,,,pending,,,Awaiting localized head term
teleprompter,TR,,,pending,,,Awaiting localized head term
teleprompter,VN,,,pending,,,Awaiting localized head term
temperature-converter,BR,,,pending,,,Awaiting localized head term
temperature-converter,DE,,,pending,,,Awaiting localized head term
temperature-converter,ES,,,pending,,,Awaiting localized head term
temperature-converter,FR,,,pending,,,Awaiting localized head term
temperature-converter,ID,,,pending,,,Awaiting localized head term
temperature-converter,JP,,,pending,,,Awaiting localized head term
temperature-converter,KR,,,pending,,,Awaiting localized head term
temperature-converter,TH,,,pending,,,Awaiting localized head term
temperature-converter,TR,,,pending,,,Awaiting localized head term
temperature-converter,VN,,,pending,,,Awaiting localized head term
text-expander,BR,,,pending,,,Awaiting localized head term
text-expander,DE,,,pending,,,Awaiting localized head term
text-expander,ES,,,pending,,,Awaiting localized head term
text-expander,FR,,,pending,,,Awaiting localized head term
text-expander,ID,,,pending,,,Awaiting localized head term
text-expander,JP,,,pending,,,Awaiting localized head term
text-expander,KR,,,pending,,,Awaiting localized head term
text-expander,TH,,,pending,,,Awaiting localized head term
text-expander,TR,,,pending,,,Awaiting localized head term
text-expander,VN,,,pending,,,Awaiting localized head term
text-shortener,BR,,,pending,,,Awaiting localized head term
text-shortener,DE,,,pending,,,Awaiting localized head term
text-shortener,ES,,,pending,,,Awaiting localized head term
text-shortener,FR,,,pending,,,Awaiting localized head term
text-shortener,ID,,,pending,,,Awaiting localized head term
text-shortener,JP,,,pending,,,Awaiting localized head term
text-shortener,KR,,,pending,,,Awaiting localized head term
text-shortener,TH,,,pending,,,Awaiting localized head term
text-shortener,TR,,,pending,,,Awaiting localized head term
text-shortener,VN,,,pending,,,Awaiting localized head term
text-summarizer,BR,,,pending,,,Awaiting localized head term
text-summarizer,DE,,,pending,,,Awaiting localized head term
text-summarizer,ES,,,pending,,,Awaiting localized head term
text-summarizer,FR,,,pending,,,Awaiting localized head term
text-summarizer,ID,,,pending,,,Awaiting localized head term
text-summarizer,JP,,,pending,,,Awaiting localized head term
text-summarizer,KR,,,pending,,,Awaiting localized head term
text-summarizer,TH,,,pending,,,Awaiting localized head term
text-summarizer,TR,,,pending,,,Awaiting localized head term
text-summarizer,VN,,,pending,,,Awaiting localized head term
tiktok-caption-generator,BR,,,pending,,,Awaiting localized head term
tiktok-caption-generator,DE,,,pending,,,Awaiting localized head term
tiktok-caption-generator,ES,,,pending,,,Awaiting localized head term
tiktok-caption-generator,FR,,,pending,,,Awaiting localized head term
tiktok-caption-generator,ID,,,pending,,,Awaiting localized head term
tiktok-caption-generator,JP,,,pending,,,Awaiting localized head term
tiktok-caption-generator,KR,,,pending,,,Awaiting localized head term
tiktok-caption-generator,TH,,,pending,,,Awaiting localized head term
tiktok-caption-generator,TR,,,pending,,,Awaiting localized head term
tiktok-caption-generator,VN,,,pending,,,Awaiting localized head term
time-zone-converter,BR,,,pending,,,Awaiting localized head term
time-zone-converter,DE,,,pending,,,Awaiting localized head term
time-zone-converter,ES,,,pending,,,Awaiting localized head term
time-zone-converter,FR,,,pending,,,Awaiting localized head term
time-zone-converter,ID,,,pending,,,Awaiting localized head term
time-zone-converter,JP,,,pending,,,Awaiting localized head term
time-zone-converter,KR,,,pending,,,Awaiting localized head term
time-zone-converter,TH,,,pending,,,Awaiting localized head term
time-zone-converter,TR,,,pending,,,Awaiting localized head term
time-zone-converter,VN,,,pending,,,Awaiting localized head term
timesheet-calculator,BR,,,pending,,,Awaiting localized head term
timesheet-calculator,DE,,,pending,,,Awaiting localized head term
timesheet-calculator,ES,,,pending,,,Awaiting localized head term
timesheet-calculator,FR,,,pending,,,Awaiting localized head term
timesheet-calculator,ID,,,pending,,,Awaiting localized head term
timesheet-calculator,JP,,,pending,,,Awaiting localized head term
timesheet-calculator,KR,,,pending,,,Awaiting localized head term
timesheet-calculator,TH,,,pending,,,Awaiting localized head term
timesheet-calculator,TR,,,pending,,,Awaiting localized head term
timesheet-calculator,VN,,,pending,,,Awaiting localized head term
timestamp-converter,BR,,,pending,,,Awaiting localized head term
timestamp-converter,DE,,,pending,,,Awaiting localized head term
timestamp-converter,ES,,,pending,,,Awaiting localized head term
timestamp-converter,FR,,,pending,,,Awaiting localized head term
timestamp-converter,ID,,,pending,,,Awaiting localized head term
timestamp-converter,JP,,,pending,,,Awaiting localized head term
timestamp-converter,KR,,,pending,,,Awaiting localized head term
timestamp-converter,TH,,,pending,,,Awaiting localized head term
timestamp-converter,TR,,,pending,,,Awaiting localized head term
timestamp-converter,VN,,,pending,,,Awaiting localized head term
tip-calculator,BR,,,pending,,,Awaiting localized head term
tip-calculator,DE,,,pending,,,Awaiting localized head term
tip-calculator,ES,,,pending,,,Awaiting localized head term
tip-calculator,FR,,,pending,,,Awaiting localized head term
tip-calculator,ID,,,pending,,,Awaiting localized head term
tip-calculator,JP,,,pending,,,Awaiting localized head term
tip-calculator,KR,,,pending,,,Awaiting localized head term
tip-calculator,TH,,,pending,,,Awaiting localized head term
tip-calculator,TR,,,pending,,,Awaiting localized head term
tip-calculator,VN,,,pending,,,Awaiting localized head term
tone-changer,BR,,,pending,,,Awaiting localized head term
tone-changer,DE,,,pending,,,Awaiting localized head term
tone-changer,ES,,,pending,,,Awaiting localized head term
tone-changer,FR,,,pending,,,Awaiting localized head term
tone-changer,ID,,,pending,,,Awaiting localized head term
tone-changer,JP,,,pending,,,Awaiting localized head term
tone-changer,KR,,,pending,,,Awaiting localized head term
tone-changer,TH,,,pending,,,Awaiting localized head term
tone-changer,TR,,,pending,,,Awaiting localized head term
tone-changer,VN,,,pending,,,Awaiting localized head term
tweet-generator,BR,,,pending,,,Awaiting localized head term
tweet-generator,DE,,,pending,,,Awaiting localized head term
tweet-generator,ES,,,pending,,,Awaiting localized head term
tweet-generator,FR,,,pending,,,Awaiting localized head term
tweet-generator,ID,,,pending,,,Awaiting localized head term
tweet-generator,JP,,,pending,,,Awaiting localized head term
tweet-generator,KR,,,pending,,,Awaiting localized head term
tweet-generator,TH,,,pending,,,Awaiting localized head term
tweet-generator,TR,,,pending,,,Awaiting localized head term
tweet-generator,VN,,,pending,,,Awaiting localized head term
twitter-card-generator,BR,,,pending,,,Awaiting localized head term
twitter-card-generator,DE,,,pending,,,Awaiting localized head term
twitter-card-generator,ES,,,pending,,,Awaiting localized head term
twitter-card-generator,FR,,,pending,,,Awaiting localized head term
twitter-card-generator,ID,,,pending,,,Awaiting localized head term
twitter-card-generator,JP,,,pending,,,Awaiting localized head term
twitter-card-generator,KR,,,pending,,,Awaiting localized head term
twitter-card-generator,TH,,,pending,,,Awaiting localized head term
twitter-card-generator,TR,,,pending,,,Awaiting localized head term
twitter-card-generator,VN,,,pending,,,Awaiting localized head term
unicode-text-converter,BR,,,pending,,,Awaiting localized head term
unicode-text-converter,DE,,,pending,,,Awaiting localized head term
unicode-text-converter,ES,,,pending,,,Awaiting localized head term
unicode-text-converter,FR,,,pending,,,Awaiting localized head term
unicode-text-converter,ID,,,pending,,,Awaiting localized head term
unicode-text-converter,JP,,,pending,,,Awaiting localized head term
unicode-text-converter,KR,,,pending,,,Awaiting localized head term
unicode-text-converter,TH,,,pending,,,Awaiting localized head term
unicode-text-converter,TR,,,pending,,,Awaiting localized head term
unicode-text-converter,VN,,,pending,,,Awaiting localized head term
unit-converter,BR,,,pending,,,Awaiting localized head term
unit-converter,DE,,,pending,,,Awaiting localized head term
unit-converter,ES,,,pending,,,Awaiting localized head term
unit-converter,FR,,,pending,,,Awaiting localized head term
unit-converter,ID,,,pending,,,Awaiting localized head term
unit-converter,JP,,,pending,,,Awaiting localized head term
unit-converter,KR,,,pending,,,Awaiting localized head term
unit-converter,TH,,,pending,,,Awaiting localized head term
unit-converter,TR,,,pending,,,Awaiting localized head term
unit-converter,VN,,,pending,,,Awaiting localized head term
url-encoder-decoder,BR,,,pending,,,Awaiting localized head term
url-encoder-decoder,DE,,,pending,,,Awaiting localized head term
url-encoder-decoder,ES,,,pending,,,Awaiting localized head term
url-encoder-decoder,FR,,,pending,,,Awaiting localized head term
url-encoder-decoder,ID,,,pending,,,Awaiting localized head term
url-encoder-decoder,JP,,,pending,,,Awaiting localized head term
url-encoder-decoder,KR,,,pending,,,Awaiting localized head term
url-encoder-decoder,TH,,,pending,,,Awaiting localized head term
url-encoder-decoder,TR,,,pending,,,Awaiting localized head term
url-encoder-decoder,VN,,,pending,,,Awaiting localized head term
utm-builder,BR,,,pending,,,Awaiting localized head term
utm-builder,DE,,,pending,,,Awaiting localized head term
utm-builder,ES,,,pending,,,Awaiting localized head term
utm-builder,FR,,,pending,,,Awaiting localized head term
utm-builder,ID,,,pending,,,Awaiting localized head term
utm-builder,JP,,,pending,,,Awaiting localized head term
utm-builder,KR,,,pending,,,Awaiting localized head term
utm-builder,TH,,,pending,,,Awaiting localized head term
utm-builder,TR,,,pending,,,Awaiting localized head term
utm-builder,VN,,,pending,,,Awaiting localized head term
uuid-generator,BR,,,pending,,,Awaiting localized head term
uuid-generator,DE,,,pending,,,Awaiting localized head term
uuid-generator,ES,,,pending,,,Awaiting localized head term
uuid-generator,FR,,,pending,,,Awaiting localized head term
uuid-generator,ID,,,pending,,,Awaiting localized head term
uuid-generator,JP,,,pending,,,Awaiting localized head term
uuid-generator,KR,,,pending,,,Awaiting localized head term
uuid-generator,TH,,,pending,,,Awaiting localized head term
uuid-generator,TR,,,pending,,,Awaiting localized head term
uuid-generator,VN,,,pending,,,Awaiting localized head term
vat-calculator,BR,,,pending,,,Awaiting localized head term
vat-calculator,DE,,,pending,,,Awaiting localized head term
vat-calculator,ES,,,pending,,,Awaiting localized head term
vat-calculator,FR,,,pending,,,Awaiting localized head term
vat-calculator,ID,,,pending,,,Awaiting localized head term
vat-calculator,JP,,,pending,,,Awaiting localized head term
vat-calculator,KR,,,pending,,,Awaiting localized head term
vat-calculator,TH,,,pending,,,Awaiting localized head term
vat-calculator,TR,,,pending,,,Awaiting localized head term
vat-calculator,VN,,,pending,,,Awaiting localized head term
video-compressor,BR,,,pending,,,Awaiting localized head term
video-compressor,DE,,,pending,,,Awaiting localized head term
video-compressor,ES,,,pending,,,Awaiting localized head term
video-compressor,FR,,,pending,,,Awaiting localized head term
video-compressor,ID,,,pending,,,Awaiting localized head term
video-compressor,JP,,,pending,,,Awaiting localized head term
video-compressor,KR,,,pending,,,Awaiting localized head term
video-compressor,TH,,,pending,,,Awaiting localized head term
video-compressor,TR,,,pending,,,Awaiting localized head term
video-compressor,VN,,,pending,,,Awaiting localized head term
video-merger,BR,,,pending,,,Awaiting localized head term
video-merger,DE,,,pending,,,Awaiting localized head term
video-merger,ES,,,pending,,,Awaiting localized head term
video-merger,FR,,,pending,,,Awaiting localized head term
video-merger,ID,,,pending,,,Awaiting localized head term
video-merger,JP,,,pending,,,Awaiting localized head term
video-merger,KR,,,pending,,,Awaiting localized head term
video-merger,TH,,,pending,,,Awaiting localized head term
video-merger,TR,,,pending,,,Awaiting localized head term
video-merger,VN,,,pending,,,Awaiting localized head term
video-to-gif-converter,BR,,,pending,,,Awaiting localized head term
video-to-gif-converter,DE,,,pending,,,Awaiting localized head term
video-to-gif-converter,ES,,,pending,,,Awaiting localized head term
video-to-gif-converter,FR,,,pending,,,Awaiting localized head term
video-to-gif-converter,ID,,,pending,,,Awaiting localized head term
video-to-gif-converter,JP,,,pending,,,Awaiting localized head term
video-to-gif-converter,KR,,,pending,,,Awaiting localized head term
video-to-gif-converter,TH,,,pending,,,Awaiting localized head term
video-to-gif-converter,TR,,,pending,,,Awaiting localized head term
video-to-gif-converter,VN,,,pending,,,Awaiting localized head term
video-to-mp3-converter,BR,,,pending,,,Awaiting localized head term
video-to-mp3-converter,DE,,,pending,,,Awaiting localized head term
video-to-mp3-converter,ES,,,pending,,,Awaiting localized head term
video-to-mp3-converter,FR,,,pending,,,Awaiting localized head term
video-to-mp3-converter,ID,,,pending,,,Awaiting localized head term
video-to-mp3-converter,JP,,,pending,,,Awaiting localized head term
video-to-mp3-converter,KR,,,pending,,,Awaiting localized head term
video-to-mp3-converter,TH,,,pending,,,Awaiting localized head term
video-to-mp3-converter,TR,,,pending,,,Awaiting localized head term
video-to-mp3-converter,VN,,,pending,,,Awaiting localized head term
video-trimmer,BR,,,pending,,,Awaiting localized head term
video-trimmer,DE,,,pending,,,Awaiting localized head term
video-trimmer,ES,,,pending,,,Awaiting localized head term
video-trimmer,FR,,,pending,,,Awaiting localized head term
video-trimmer,ID,,,pending,,,Awaiting localized head term
video-trimmer,JP,,,pending,,,Awaiting localized head term
video-trimmer,KR,,,pending,,,Awaiting localized head term
video-trimmer,TH,,,pending,,,Awaiting localized head term
video-trimmer,TR,,,pending,,,Awaiting localized head term
video-trimmer,VN,,,pending,,,Awaiting localized head term
voice-recorder,BR,,,pending,,,Awaiting localized head term
voice-recorder,DE,,,pending,,,Awaiting localized head term
voice-recorder,ES,,,pending,,,Awaiting localized head term
voice-recorder,FR,,,pending,,,Awaiting localized head term
